time,size
0.0,0.0
1.0,1.344
2.0,0.0
3.0,0.928
4.0,0.576
5.0,0.96
6.0,0.0
7.0,1.536
8.0,0.0
9.0,0.96
10.0,0.0
11.0,27.872
12.0,85.696
13.0,87.424
14.0,84.928
15.0,88.192
16.0,86.912
17.0,89.408
18.0,89.536
19.0,87.424
20.0,88.0
21.0,90.176
22.0,90.304
23.0,91.52
24.0,89.536
25.0,90.496
26.0,91.968
27.0,92.8
28.0,91.072
29.0,92.032
30.0,91.84
31.0,93.696
32.0,91.84
33.0,92.8
34.0,91.84
35.0,92.8
36.0,92.736
37.0,92.352
38.0,91.84
39.0,92.352
40.0,91.84
41.0,19.776
42.0,0.0
43.0,74.432
44.0,91.84
45.0,92.8
46.0,92.736
47.0,92.352
48.0,91.84
49.0,92.352
50.0,91.84
51.0,93.696
52.0,91.84
53.0,92.8
54.0,91.84
55.0,92.736
56.0,28.416
57.0,0.896
58.0,0.0
59.0,0.896
60.0,0.0
61.0,1.76
62.0,0.0
63.0,0.96
64.0,0.0
65.0,0.96
66.0,0.864
67.0,0.96
68.0,0.0
69.0,0.96
70.0,0.0
71.0,1.344
72.0,0.0
73.0,0.96
74.0,0.0
75.0,0.96
76.0,46.816
77.0,92.8
78.0,91.84
79.0,92.288
80.0,91.84
81.0,66.048
82.0,0.0
83.0,0.896
84.0,0.0
85.0,0.448
86.0,0.864
87.0,0.96
88.0,0.0
89.0,0.96
90.0,0.0
91.0,1.344
92.0,0.0
93.0,0.96
94.0,0.0
95.0,0.0
96.0,50.912
97.0,90.816
98.0,91.84
99.0,92.8
100.0,89.536
101.0,90.624
102.0,88.0
103.0,87.744
104.0,89.536
105.0,88.192
106.0,87.36
107.0,87.424
108.0,84.16
109.0,86.656
110.0,85.696
111.0,86.784
112.0,84.16
113.0,84.608
114.0,84.928
115.0,85.888
116.0,85.056
117.0,85.12
118.0,84.928
119.0,85.12
120.0,84.16
121.0,86.016
122.0,84.16
123.0,85.12
124.0,84.16
125.0,85.12
126.0,85.056
127.0,85.12
128.0,84.16
129.0,85.44
130.0,84.16
131.0,86.016
132.0,84.16
133.0,84.672
134.0,84.16
135.0,85.12
136.0,85.056
137.0,84.672
138.0,84.16
139.0,85.888
140.0,84.16
141.0,86.784
142.0,84.16
143.0,85.44
144.0,84.16
145.0,85.12
146.0,85.056
147.0,84.672
148.0,84.16
149.0,85.12
150.0,84.928
151.0,86.016
152.0,84.16
153.0,85.888
154.0,84.16
155.0,85.12
156.0,85.056
157.0,84.608
158.0,84.16
159.0,84.672
160.0,84.16
161.0,86.016
162.0,84.16
163.0,85.12
164.0,84.16
165.0,85.12
166.0,85.056
167.0,85.12
168.0,84.16
169.0,85.12
170.0,84.16
171.0,85.568
172.0,84.16
173.0,85.12
174.0,84.16
175.0,84.672
176.0,85.056
177.0,85.12
178.0,84.16
179.0,85.12
180.0,84.16
