0.0,0.0,0.0,0.0
1.0,191.30434782608694,0.736,1.408
2.0,0.0,0.0,0.0
3.0,175.0,0.512,0.896
4.0,200.0,0.288,0.576
5.0,193.33333333333337,0.48,0.928
6.0,100.0,0.416,0.416
7.0,192.0,0.8,1.536
8.0,0.0,0.0,0.0
9.0,100.0,0.512,0.512
10.0,0.0,0.0,0.0
11.0,99.2769342010123,44.256,43.936
12.0,99.09570459683496,84.928,84.16
13.0,96.49890590809628,87.744,84.672
14.0,97.33530717986676,86.464,84.16
15.0,97.00948212983225,87.744,85.12
16.0,96.51416122004358,88.128,85.056
17.0,93.72797744890768,90.816,85.12
18.0,97.33530717986676,86.464,84.16
19.0,96.49890590809628,87.744,84.672
20.0,95.63636363636363,88.0,84.16
21.0,94.08866995073892,90.944,85.568
22.0,93.99571122230164,89.536,84.16
23.0,95.3405017921147,89.28,85.12
24.0,92.41040056219254,91.072,84.16
25.0,92.94199860237596,91.584,85.12
26.0,92.48434237995824,91.968,85.056
27.0,91.68399168399168,92.352,84.672
28.0,92.41040056219254,91.072,84.16
29.0,91.68399168399168,92.352,84.672
30.0,92.41040056219254,91.072,84.16
31.0,91.76389842141386,93.248,85.568
32.0,92.41040056219254,91.072,84.16
33.0,91.68399168399168,92.352,84.672
34.0,91.6376306620209,91.84,84.16
35.0,91.68399168399168,92.352,84.672
36.0,92.48434237995824,91.968,85.056
37.0,92.16909216909217,92.352,85.12
38.0,91.6376306620209,91.84,84.16
39.0,91.68399168399168,92.352,84.672
40.0,91.6376306620209,91.84,84.16
41.0,91.88092016238161,47.296,43.456
42.0,0.0,0.0,0.0
43.0,0.0,0.48,0.0
44.0,0.0,0.0,0.0
45.0,180.0,0.48,0.864
46.0,100.0,0.864,0.864
47.0,100.0,0.48,0.48
48.0,0.0,0.0,0.0
49.0,100.0,0.48,0.48
50.0,0.0,0.0,0.0
51.0,100.0,1.312,1.312
52.0,0.0,0.0,0.0
53.0,100.0,0.48,0.48
54.0,0.0,0.0,0.0
55.0,100.0,0.48,0.48
56.0,100.0,0.832,0.832
57.0,100.0,0.48,0.48
58.0,0.0,0.0,0.0
59.0,100.0,0.48,0.48
60.0,0.0,0.0,0.0
61.0,100.0,0.928,0.928
62.0,0.0,0.0,0.0
63.0,100.0,0.48,0.48
64.0,0.0,0.0,0.0
65.0,100.0,0.48,0.48
66.0,100.0,0.448,0.448
67.0,100.0,0.48,0.48
68.0,0.0,0.0,0.0
69.0,193.33333333333337,0.48,0.928
70.0,0.0,0.0,0.0
71.0,100.0,0.96,0.96
72.0,0.0,0.0,0.0
73.0,100.0,0.512,0.512
74.0,0.0,0.0,0.0
