0.0,0.0,0.0,0.0
1.0,204.34782608695653,0.736,1.504
2.0,0.0,0.0,0.0
3.0,214.28571428571428,0.448,0.96
4.0,200.0,0.288,0.576
5.0,214.28571428571428,0.448,0.96
6.0,76.23574144486692,33.664,25.664
7.0,100.71617037316247,84.896,85.504
8.0,100.0,84.16,84.16
9.0,101.89107413010589,84.608,86.208
10.0,101.82509505703423,84.16,85.696
11.0,102.57186081694402,84.608,86.784
12.0,101.82509505703423,84.16,85.696
13.0,101.51285930408471,84.608,85.888
14.0,101.82509505703423,84.16,85.696
15.0,102.42057488653555,84.608,86.656
16.0,103.8022813688213,84.16,87.36
17.0,106.95915279878969,84.608,90.496
18.0,102.73764258555134,84.16,86.464
19.0,103.70650529500756,84.608,87.744
20.0,108.21292775665401,84.16,91.072
21.0,108.018154311649,84.608,91.392
22.0,104.56273764258555,84.16,88.0
23.0,106.95915279878969,84.608,90.496
24.0,105.47528517110267,84.16,88.768
25.0,104.6142208774584,84.608,88.512
26.0,110.19011406844108,84.16,92.736
27.0,109.68229954614219,84.608,92.8
28.0,108.21292775665401,84.16,91.072
29.0,109.68229954614219,84.608,92.8
30.0,107.30038022813689,84.16,90.304
31.0,108.69894099848713,84.608,91.968
32.0,109.12547528517112,84.16,91.84
33.0,109.68229954614219,84.608,92.8
34.0,109.12547528517112,84.16,91.84
35.0,109.68229954614219,84.608,92.8
36.0,110.19011406844108,84.16,92.736
37.0,109.60665658093798,84.608,92.736
38.0,109.12547528517112,84.16,91.84
39.0,109.68229954614219,84.608,92.8
40.0,109.12547528517112,84.16,91.84
41.0,110.7413010590015,84.608,93.696
42.0,109.12547528517112,84.16,91.84
43.0,109.68229954614219,84.608,92.8
44.0,109.12547528517112,84.16,91.84
45.0,109.68229954614219,84.608,92.8
46.0,110.19011406844108,84.16,92.736
47.0,109.15279878971256,84.608,92.352
48.0,109.12547528517112,84.16,91.84
49.0,109.07715582450832,84.608,92.288
50.0,109.12547528517112,84.16,91.84
51.0,139.96247654784239,34.112,47.744
52.0,0.0,0.0,0.0
53.0,214.28571428571428,0.448,0.96
54.0,0.0,0.0,0.0
55.0,214.28571428571428,0.448,0.96
56.0,inf,0.0,0.864
57.0,214.28571428571428,0.448,0.96
58.0,0.0,0.0,0.0
59.0,214.28571428571428,0.448,0.96
60.0,0.0,0.0,0.0
61.0,285.7142857142857,0.448,1.28
62.0,0.0,0.0,0.0
63.0,200.0,0.448,0.896
64.0,0.0,0.0,0.0
65.0,200.0,0.448,0.896
66.0,inf,0.0,0.384
67.0,200.0,0.448,0.896
68.0,0.0,0.0,0.0
69.0,200.0,0.448,0.896
70.0,0.0,0.0,0.0
71.0,214.28571428571428,0.448,0.96
72.0,0.0,0.0,0.0
73.0,114.28571428571428,0.448,0.512
74.0,0.0,0.0,0.0
75.0,114.28571428571428,0.448,0.512
76.0,0.0,0.0,0.0
77.0,214.28571428571428,0.448,0.96
78.0,0.0,0.0,0.0
79.0,214.28571428571428,0.448,0.96
80.0,0.0,0.0,0.0
81.0,407.1428571428571,0.448,1.824
82.0,0.0,0.0,0.0
83.0,214.28571428571428,0.448,0.96
84.0,0.0,0.0,0.0
85.0,214.28571428571428,0.448,0.96
86.0,59.885931558935354,16.832,10.08
87.0,109.68229954614219,84.608,92.8
88.0,107.30038022813689,84.16,90.304
89.0,109.68229954614219,84.608,92.8
90.0,109.12547528517112,84.16,91.84
91.0,110.21180030257187,84.608,93.248
92.0,107.30038022813689,84.16,90.304
93.0,108.24508320726171,84.608,91.584
94.0,107.30038022813689,84.16,90.304
95.0,109.68229954614219,84.608,92.8
