time,size
0.0,0.0
1.0,0.672
2.0,0.0
3.0,0.96
4.0,0.576
5.0,0.96
6.0,0.416
7.0,1.536
8.0,0.0
9.0,0.96
10.0,0.0
11.0,60.768
12.0,84.16
13.0,85.12
14.0,84.16
15.0,85.12
16.0,85.056
17.0,85.12
18.0,84.16
19.0,85.12
20.0,84.16
21.0,85.056
22.0,84.16
23.0,85.12
24.0,84.16
25.0,85.12
26.0,85.056
27.0,85.12
28.0,84.16
29.0,85.12
30.0,84.16
31.0,85.056
32.0,84.16
33.0,85.12
34.0,84.16
35.0,85.12
36.0,85.056
37.0,85.12
38.0,84.16
39.0,84.672
40.0,84.16
41.0,86.016
42.0,84.16
43.0,85.12
44.0,84.16
45.0,85.12
46.0,85.056
47.0,85.12
48.0,84.16
49.0,85.12
50.0,84.16
51.0,85.504
52.0,84.16
53.0,84.16
54.0,84.16
55.0,85.12
56.0,85.056
57.0,84.672
58.0,84.16
59.0,85.12
60.0,84.16
61.0,86.016
62.0,84.16
63.0,85.12
64.0,84.16
65.0,84.672
66.0,85.056
67.0,85.12
68.0,84.16
69.0,85.12
70.0,84.16
71.0,86.016
72.0,84.16
73.0,84.672
74.0,84.16
75.0,85.12
76.0,85.056
77.0,84.16
78.0,84.16
79.0,85.12
80.0,84.16
81.0,86.016
82.0,84.16
83.0,85.12
84.0,84.16
85.0,84.672
86.0,85.056
87.0,85.12
88.0,84.16
89.0,85.12
90.0,84.16
91.0,86.016
92.0,84.16
93.0,85.12
94.0,84.16
95.0,85.12
96.0,84.608
97.0,85.12
98.0,84.16
99.0,85.12
100.0,84.16
101.0,86.016
102.0,84.16
103.0,85.12
104.0,84.16
105.0,85.12
106.0,85.056
107.0,85.12
108.0,84.16
109.0,85.12
110.0,84.16
111.0,85.568
112.0,84.16
113.0,85.12
114.0,84.16
115.0,84.672
116.0,85.056
117.0,85.12
118.0,84.16
119.0,85.12
120.0,84.16
121.0,86.016
122.0,84.16
123.0,85.12
124.0,84.16
125.0,84.672
126.0,85.056
127.0,85.12
128.0,84.16
129.0,85.12
130.0,84.16
131.0,86.016
132.0,84.16
133.0,85.12
134.0,84.16
135.0,85.12
136.0,85.056
137.0,85.12
138.0,84.16
139.0,84.16
140.0,84.16
141.0,86.016
142.0,84.16
143.0,85.12
144.0,84.16
145.0,85.376
146.0,85.056
147.0,85.12
148.0,84.928
149.0,84.672
150.0,84.16
151.0,86.016
152.0,84.16
153.0,84.672
154.0,84.928
155.0,85.12
156.0,85.824
157.0,85.888
158.0,84.928
159.0,84.672
160.0,84.16
161.0,86.784
162.0,85.696
163.0,85.12
164.0,85.696
165.0,85.12
166.0,85.056
167.0,85.12
168.0,84.928
169.0,85.12
170.0,84.928
171.0,86.016
172.0,84.16
173.0,86.656
174.0,86.464
175.0,85.44
176.0,85.824
177.0,85.888
178.0,84.928
179.0,86.656
180.0,86.464
181.0,1.856
183.0,0.96
185.0,0.96
186.0,0.896
187.0,0.96
189.0,0.96
191.0,1.856
193.0,0.96
195.0,0.96
196.0,0.896
197.0,0.96
199.0,0.96
201.0,1.856
203.0,0.96
205.0,0.96
206.0,0.896
207.0,0.96
209.0,0.96
211.0,1.856
213.0,0.96
215.0,0.96
216.0,0.896
217.0,0.96
219.0,0.96
221.0,1.856
223.0,0.96
225.0,0.96
226.0,0.896
227.0,0.96
229.0,0.96
231.0,1.856
233.0,0.96
235.0,0.96
236.0,0.896
237.0,0.96
239.0,0.96
241.0,1.856
243.0,0.96
245.0,0.96
246.0,0.896
247.0,0.96
249.0,0.96
251.0,1.856
253.0,0.96
255.0,0.96
256.0,0.896
257.0,0.96
259.0,0.96
261.0,1.856
263.0,0.96
265.0,0.96
266.0,0.896
267.0,0.96
269.0,0.96
271.0,1.856
273.0,0.96
275.0,0.96
276.0,0.896
277.0,0.96
279.0,0.96
281.0,1.856
283.0,0.96
285.0,0.96
286.0,0.896
287.0,0.96
289.0,0.96
291.0,1.856
293.0,0.96
295.0,0.96
296.0,0.896
297.0,0.96
299.0,0.96
301.0,1.76
303.0,0.96
305.0,0.96
306.0,0.864
307.0,0.96
309.0,0.96
311.0,1.856
313.0,0.96
315.0,0.96
316.0,0.896
317.0,0.96
319.0,0.96
321.0,1.824
323.0,0.96
325.0,0.96
326.0,0.416
327.0,0.96
329.0,0.96
331.0,1.856
333.0,0.96
335.0,0.96
336.0,0.896
337.0,0.896
339.0,0.896
341.0,1.76
343.0,0.896
345.0,0.96
346.0,0.864
347.0,0.96
349.0,0.96
351.0,1.344
353.0,0.96
355.0,0.896
356.0,0.384
357.0,0.896
359.0,0.896
361.0,0.896
363.0,0.896
365.0,0.896
367.0,0.896
369.0,0.96
371.0,0.96
373.0,0.96
375.0,0.96
377.0,0.96
379.0,0.896
381.0,0.896
383.0,0.896
385.0,0.896
387.0,0.896
389.0,0.896
391.0,0.896
393.0,0.896
395.0,0.896
397.0,0.896
399.0,0.896
401.0,0.896
403.0,0.896
405.0,0.896
407.0,0.896
409.0,0.896
411.0,0.896
413.0,0.896
415.0,0.896
417.0,0.896
419.0,0.896
421.0,0.896
423.0,0.896
425.0,0.896
427.0,0.896
429.0,0.896
431.0,0.896
433.0,0.896
435.0,0.896
437.0,0.896
439.0,0.896
441.0,0.896
443.0,0.896
445.0,0.896
447.0,0.896
449.0,0.896
451.0,0.896
453.0,0.896
455.0,0.896
457.0,0.896
459.0,0.896
461.0,0.896
463.0,0.896
465.0,0.896
467.0,0.896
469.0,0.896
471.0,0.896
473.0,0.896
475.0,0.896
477.0,0.896
479.0,0.896
481.0,0.896
483.0,0.896
485.0,0.896
487.0,0.896
489.0,0.896
491.0,0.896
493.0,0.896
495.0,0.896
497.0,0.896
499.0,0.896
501.0,0.896
503.0,0.896
505.0,0.896
507.0,0.896
509.0,0.896
511.0,0.896
513.0,0.896
515.0,0.896
517.0,0.896
519.0,0.896
521.0,0.896
523.0,0.896
525.0,0.896
527.0,0.896
529.0,0.896
531.0,0.896
533.0,0.896
535.0,0.896
537.0,0.896
539.0,0.896
541.0,0.896
543.0,0.896
545.0,0.896
547.0,0.896
551.0,0.896
553.0,0.896
555.0,0.896
557.0,0.896
559.0,0.896
561.0,0.896
